100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100.199,100.151,100.288,101,100.456,100.371,100.126,100.41,100.237,99.7577,100.723,99.3113,100.311,100.474,100.827,99.2483,100.154,100.605,99.5925,100.084,101.131,99.7511,98.9932,100.249,99.6709,99.8725,99.515,99.6481,99.999,99.494,99.7074,99.9718,99.5725,100.588,99.9094,99.3749,100.048,99.3313,100.403,99.9077,99.5958,99.8659,101.265,100.001,99.1205,98.3794,99.8246,100.026,98.8335,100.132,99.4379,100.249,100.005,100.316,99.9553,100.225,99.3704,99.2802,99.8398,100.628,99.5947,100.243,99.2755,99.6906,99.9243,99.9512,100.386,100.674,99.9028,99.2972,100.191,100.257,100.39,100.111,100.174,100.185,99.2585,99.9062,99.972,99.253,99.5153,99.8651,99.6744,99.3003,99.4987,99.8693,100.817,100.079,99.1281,99.772,99.9759,99.7658,99.8535,100.154,99.6984,99.6752,100.312,100.256,99.8822,99.8056
99.5211,99.0427,100.154,100.914,99.97,100.361,99.456,99.8501,100.821,99.3385,101.665,99.2744,99.417,100.312,101.146,100.79,100.511,100.382,98.7743,99.4503,101.4,99.699,99.5326,100.223,99.0845,99.7402,99.0808,99.4401,99.7187,99.3259,99.709,100.996,100.025,101.616,100.666,98.3479,99.7117,99.7665,101.072,100.686,99.8435,100.132,101.686,100.437,99.0087,99.2209,100.688,99.3467,98.5448,100.506,98.6406,100.35,100.366,100.756,99.9106,100.347,99.2412,99.1532,100.779,100.504,99.5015,100.973,99.6244,100.26,99.1305,99.9012,100.8,100.557,99.9125,99.8941,100.393,100.021,100.582,100.263,100.278,99.5762,99.0165,99.4828,99.732,97.7384,98.6842,100.144,98.7518,99.1806,98.9119,98.7027,102.316,100.18,98.8984,99.4191,99.8922,100.317,99.5639,100.591,99.6957,99.9918,100.103,100.39,100.495,100
99.0753,98.6955,99.4558,99.8285,100.116,100.42,98.9268,99.5346,100.797,99.7657,102.067,99.538,99.7607,100.905,101.25,100.391,99.8709,100.835,99.1462,100.78,101.626,99.4052,99.5719,101.512,99.8739,99.785,99.2477,98.7958,99.8394,99.4615,100.49,100.77,99.6233,101.594,101.486,97.9271,100.081,99.6928,102.04,101.507,100.642,99.1694,101.064,100.193,98.8041,99.4557,100.105,99.566,98.8839,100.713,98.0326,100.527,100.044,100.608,99.5187,100.734,99.2045,99.2679,101.101,100.461,98.708,99.7308,99.8075,99.9827,99.7534,100.572,101.092,100.828,99.7344,99.9091,99.893,100.089,100.132,99.7836,99.7433,99.5411,99.0507,99.2857,99.3317,98.406,98.3859,99.7489,97.6339,98.6301,97.9949,98.7977,102.108,100.466,99.295,99.4414,99.8109,99.8346,98.9991,100.829,100.833,99.8104,99.8299,100.715,100.387,100.188
99.3295,99.0948,99.6349,99.4943,100.167,100.522,98.8359,99.5079,101.372,99.7109,101.692,99.5124,98.9837,100.295,101.704,101.6,99.4119,101.069,98.1757,100.331,101.28,99.5804,98.9783,101.393,100.622,99.697,99.3355,98.6063,99.7073,100.204,100.727,101.405,99.1112,101.817,100.915,97.1171,99.2967,100.302,102.331,101.616,99.748,99.8109,100.91,99.666,98.8494,99.2859,99.3901,99.1884,97.7552,100.806,98.133,100.923,100.072,101.261,99.6911,101.088,98.985,98.8001,101.368,100.467,98.6551,99.6822,100.247,100.185,100.152,100.538,100.883,100.878,100.054,100.556,100.381,99.3846,100.166,99.2477,100.034,98.874,99.2778,99.0528,99.0315,98.0378,98.5188,99.4307,98.1504,98.1473,98.0798,97.9595,102.938,100.234,99.8513,99.0484,100.681,99.8136,99.0081,101.222,100.891,100.658,99.2613,100.504,100.572,99.8388
100.162,98.4663,100.018,99.3484,100.583,100.457,98.7453,99.9271,101.045,99.6057,101.382,99.7493,99.0404,99.9102,101.461,101.357,98.6786,101.312,98.2672,101.652,102.109,100.136,99.1774,101.507,100.934,99.8657,99.6654,98.1032,99.5065,99.669,100.426,101.628,98.6117,100.947,100.956,96.2175,99.7311,100.636,102.359,101.782,99.4035,99.4029,100.82,99.7597,99.2333,99.8634,99.0515,99.5789,98.1337,101.313,97.9505,100.329,100.221,101.212,98.9148,100.806,99.8024,98.3845,101.551,100.576,98.6844,99.4436,99.5879,99.3827,99.8628,100.601,101.616,100.606,99.4277,99.4949,101.165,99.1315,100.41,99.0374,99.1761,99.7413,99.1141,99.31,98.7176,97.737,98.2654,99.1505,98.3797,98.1324,97.8962,97.5321,104.024,99.9158,100.091,98.251,100.439,100.041,98.6683,100.401,100.166,100.972,98.898,100.428,102.142,100.499
99.993,98.1943,100.302,100.046,101.537,100.23,98.494,99.1732,100.993,100.049,101.12,100.032,98.5579,99.9369,101.146,101.441,98.3874,101.783,97.2908,102.307,102.602,99.7309,98.8586,101.1,100.692,100.154,100.286,98.2399,99.6279,100.115,101.175,101.417,98.8568,100.875,100.867,96.7253,100.174,101.773,102.638,101.521,98.9109,99.5661,100.731,99.0746,98.9193,99.7736,98.6468,99.4458,97.6812,101.811,97.7317,99.2406,100.197,102.16,97.5702,100.114,99.9714,98.5213,100.726,100.714,98.9873,100.095,99.587,99.682,99.6365,100.4,102.331,101.183,99.417,99.5443,101.706,99.5855,100.574,99.0381,98.7391,100.102,98.9565,100.116,98.8871,97.641,97.9245,98.8635,98.024,97.7206,97.8469,97.8619,104.445,99.5972,99.7633,98.4194,100.151,99.6986,98.5291,100.304,100.697,100.438,99.149,101.075,102.646,99.3915
99.5629,98.1835,100.284,99.0952,102.005,100.585,98.8329,97.6176,100.783,99.9465,101.062,100.154,98.2708,100.115,101.651,101.125,98.2178,101.799,96.9169,103.213,100.827,99.9309,98.3315,100.143,100.185,100.284,100.314,98.462,99.0506,100.833,100.785,101.546,98.7283,101.039,100.942,96.392,100.969,102.176,102.292,101.773,98.848,99.6643,100.105,99.2538,99.313,99.7688,98.1813,98.089,97.1175,101.909,97.5849,99.369,100.142,102.376,98.4128,99.6533,101.115,98.6189,100.861,100.57,98.6702,99.6597,99.7852,100.11,99.239,101.534,102.946,101.154,100.127,99.4394,101.996,99.5507,100.27,98.862,98.2264,99.514,98.8989,99.1469,98.7627,97.5111,97.8548,99.4709,97.516,98.0132,98.8026,97.7632,104.525,99.0911,99.2304,98.5679,100.883,100.13,99.7906,100.861,101.242,100.896,99.4008,101.172,103.183,99.8331
99.3246,98.2163,99.4472,97.6494,101.666,100.646,98.1983,98.0124,99.9634,99.5181,99.7922,100.376,98.172,100.22,101.599,100.8,98.2172,102.53,95.9683,103.049,100.518,100.365,98.1306,101.282,99.8474,99.3164,100.248,98.0848,99.1124,100.671,100.956,101.694,98.7851,100.961,101.417,96.0272,100.975,101.816,101.672,101.948,98.4982,99.4096,100.461,99.2837,98.6075,99.6521,98.4282,97.718,97.2946,101.731,97.8468,99.8783,101.099,102.002,98.7244,99.9572,101.288,98.2863,100.903,100.845,98.5941,99.3738,99.8179,99.7978,98.9833,101.986,102.452,102.003,99.9071,98.7789,101.289,99.2762,100.395,99.4016,98.4145,98.8939,98.9285,98.9733,97.7982,98.1743,98.2099,98.4023,97.2794,98.2895,98.303,97.1187,104.007,99.4269,100.81,98.7346,101.254,99.854,99.5271,100.847,101.155,101.59,99.3185,100.725,103.27,99.6054
99.9202,98.1251,98.6101,98.4763,101.609,101.101,98.2887,98.8581,99.3266,99.8426,100.024,100.274,98.3686,99.4592,100.702,101.188,98.7393,102.816,95.4084,103.55,100.473,100.785,97.8206,101.077,100.074,99.2832,99.5231,97.6597,99.1069,100.502,100.77,101.605,99.1769,101.393,101.044,95.4663,100.789,101.049,102.062,102.78,98.9672,98.9623,100.099,99.2231,98.8143,100.066,98.2621,97.6491,96.7378,101.747,98.0957,99.2835,101.149,102.658,98.9953,99.718,101.865,98.9866,100.821,101.572,99.4047,98.6061,99.6197,99.143,99.396,101.866,102.697,101.642,99.5937,98.9592,101.699,99.7212,100.389,98.7273,97.6771,99.566,99.7695,98.1336,97.6331,97.5099,99.0367,98.3741,97.1594,97.7998,99.2224,97.8394,103.23,99.0295,101.119,99.1564,101.052,99.8469,99.8513,100.344,100.493,101.769,99.6028,100.55,103.297,99.8614
